Startup Name,Amount_Cleaned,Sector_Standardized,City,State_Standardized,Investors' Name,Date_Parsed,Year
Housing.com,₹8.29 Cr,E-Commerce,Delhi,Delhi,Nexus Venture Partners,2012-08-20,2012
DeHaat,₹323.24 Cr,E-Commerce,Hyderabad,Telangana,Elevation Capital,2023-09-06,2023
Droom,₹110.78 Cr,Agritech,Chandigarh,Chandigarh,Ritesh Agarwal,2021-06-03,2021
Khatabook,₹4.06 Cr,SaaS,Surat,Gujarat,Kalaari Capital,2022-03-18,2022
Ninjacart,₹1181.14 Cr,Mobility,Pune,Maharashtra,"ChrysCapital, Steadview Capital, Matrix Partners India, Lightspeed Venture Partners, Kalaari Capital",2025-04-06,2025
Redbus,₹94.90 Cr,E-Commerce,Chennai,Tamil Nadu,Sequoia Capital India,2013-10-30,2013
Hike Messenger,₹2.44 Cr,E-Commerce,Bangalore,Karnataka,Mumbai Angels,2011-05-19,2011
Housing.com,₹43.46 Cr,E-Commerce,Gurgaon,Haryana,Falguni Nayar,2011-01-22,2011
CarWale,₹8.62 Cr,SaaS,Bangalore,Karnataka,Deepinder Goyal,2019-03-28,2019
KissanKraft,₹51.42 Cr,Gaming,Gurgaon,Haryana,Lightspeed India,2025-03-30,2025
UrbanLadder,₹7.03 Cr,Fintech,Mumbai,Maharashtra,Chiratae Ventures,2018-03-28,2018
ClearTrip,₹167.08 Cr,E-Commerce,Hyderabad,Telangana,"Accel Partners, Flipkart Ventures",2012-04-30,2012
EarlySalary,₹113.30 Cr,Mobility,Mumbai,Maharashtra,Nexus Venture Partners,2025-12-23,2025
Freecharge,₹17.78 Cr,E-Commerce,Pune,Maharashtra,Ritesh Agarwal,2013-04-16,2013
CarTrade,₹248.10 Cr,E-Commerce,Delhi,Delhi,Steadview Capital,2015-06-05,2015
Oyo,₹195.36 Cr,E-Commerce,Coimbatore,Tamil Nadu,Kalaari Capital,2017-02-22,2017
WayCool,₹72.50 Cr,Mobility,Gurgaon,Haryana,"Deepinder Goyal, Indian Angel Network",2014-01-21,2014
Josh,₹10.64 Cr,Fintech,Chennai,Tamil Nadu,Chiratae Ventures,2024-04-29,2024
Naukri,₹24.72 Cr,E-Commerce,Pune,Maharashtra,Binny Bansal,2014-11-14,2014
Khatabook,₹171.99 Cr,SaaS,Mysore,Karnataka,"Kalaari Capital, Accel India",2023-09-08,2023
Glance,₹288.30 Cr,Logistics,Mumbai,Maharashtra,Steadview Capital,2021-11-10,2021
Blu Smart Mobility,₹6.51 Cr,E-Commerce,Hyderabad,Telangana,Kunal Shah,2022-05-20,2022
Plum Insurance,₹7.99 Cr,Foodtech,Kolkata,West Bengal,Accel India,2022-11-26,2022
DailyHunt,₹18.20 Cr,Fintech,Bangalore,Karnataka,Lightspeed India,2024-09-04,2024
Vegrow,₹5.90 Cr,Gaming,Jaipur,Rajasthan,Peak XV Partners,2022-01-08,2022
Scripbox,₹5.77 Cr,Logistics,Gurgaon,Haryana,Nexus Venture Partners,2025-05-31,2025
PayTM,₹188.06 Cr,Mobility,Delhi,Delhi,Blume Ventures,2017-10-14,2017
Swiggy,₹6.02 Cr,Foodtech,Chandigarh,Chandigarh,Deepinder Goyal,2018-03-13,2018
Simplilearn,₹5.67 Cr,Fintech,Indore,Madhya Pradesh,Blume Ventures,2018-03-27,2018
FabFurnish,₹6.70 Cr,Foodtech,Gurgaon,Haryana,Vijay Shekhar Sharma,2017-04-23,2017
DealShare,₹321.48 Cr,Foodtech,Ahmedabad,Gujarat,"Lightspeed Venture Partners, Chiratae Ventures",2022-08-19,2022
Haptik,₹29.64 Cr,Mobility,Pune,Maharashtra,Binny Bansal,2020-06-20,2020
Roposo,₹47.05 Cr,E-Commerce,Mumbai,Maharashtra,Blume Ventures,2021-05-25,2021
Pilgrim,₹13.79 Cr,Deeptech,Jaipur,Rajasthan,Binny Bansal,2025-01-19,2025
Vegrow,₹4.96 Cr,Gaming,Bangalore,Karnataka,Matrix Partners India,2022-01-15,2022
Xpressbees,₹981.75 Cr,Fintech,Mumbai,Maharashtra,"Multiples Alternate Asset Management, Naspers",2021-08-03,2021
Wow Skin Science,₹113.28 Cr,E-Commerce,Indore,Madhya Pradesh,"Peak XV Partners, Matrix Partners India",2023-06-05,2023
Jar,₹283.06 Cr,Healthtech,Pune,Maharashtra,Chiratae Ventures,2022-01-18,2022
Bounce,₹91.76 Cr,Foodtech,Mumbai,Maharashtra,"Bhavish Aggarwal, Chiratae Ventures",2018-11-25,2018
Yulu,₹74.53 Cr,Mobility,Lucknow,Uttar Pradesh,"Fireside Ventures, Lightspeed India",2018-04-25,2018
Oyo,₹2205.00 Cr,E-Commerce,Indore,Madhya Pradesh,"Tiger Global, Lightspeed India, Saama Capital, Alibaba",2021-01-13,2021
Open Network,₹13.71 Cr,Healthtech,Bangalore,Karnataka,Kalaari Capital,2025-04-19,2025
Wow Skin Science,₹224.16 Cr,E-Commerce,Pune,Maharashtra,"Blume Ventures, Sequoia Capital India",2025-09-08,2025
WayCool,₹11.04 Cr,Mobility,Bangalore,Karnataka,SAIF Partners,2015-01-04,2015
Yellow Messenger,₹44.45 Cr,Healthtech,Indore,Madhya Pradesh,Sequoia Capital India,2020-04-19,2020
Shiprocket,₹276.39 Cr,Foodtech,Chandigarh,Chandigarh,"Tiger Global, Peak XV Partners",2018-09-05,2018
Cure.fit,₹5.14 Cr,Mobility,Mumbai,Maharashtra,Binny Bansal,2018-08-29,2018
ShareChat,₹23.72 Cr,Fintech,Bhubaneswar,Odisha,Ratan Tata,2019-08-25,2019
FreshToHome,₹735.00 Cr,Fintech,Hyderabad,Telangana,Kalaari Capital,2021-08-27,2021
DealShare,₹479.35 Cr,Foodtech,Pune,Maharashtra,Blume Ventures,2022-06-25,2022
Myntra,₹8.03 Cr,E-Commerce,Gurgaon,Haryana,Elevation Capital,2010-04-29,2010
Ninjacart,₹19.02 Cr,Mobility,Chennai,Tamil Nadu,Chiratae Ventures,2018-05-21,2018
FreshToHome,₹164.32 Cr,Fintech,Mumbai,Maharashtra,"Vijay Shekhar Sharma, Matrix Partners India",2024-06-19,2024
Toppr,₹593.60 Cr,E-Commerce,Bangalore,Karnataka,"Flipkart Ventures, Peak XV Partners, Accel India",2018-04-20,2018
DeHaat,₹14.09 Cr,E-Commerce,Hyderabad,Telangana,Fireside Ventures,2024-08-30,2024
EarlySalary,₹8.50 Cr,Mobility,Mumbai,Maharashtra,SAIF Partners,2022-03-03,2022
MoneyTap,₹17.31 Cr,E-Commerce,Bangalore,Karnataka,Accel India,2013-02-22,2013
BlackBuck,₹11.44 Cr,Foodtech,Hyderabad,Telangana,Binny Bansal,2017-12-07,2017
Ninjacart,₹137.59 Cr,Mobility,Hyderabad,Telangana,"Accel Partners, Elevation Capital",2018-10-22,2018
Yellow Messenger,₹221.72 Cr,Healthtech,Mumbai,Maharashtra,Accel India,2018-06-14,2018
ET Money,₹18.75 Cr,Agritech,Hyderabad,Telangana,Ritesh Agarwal,2022-11-19,2022
Bounce,₹9.52 Cr,Foodtech,Kochi,Kerala,Mumbai Angels,2020-07-12,2020
Purplle,₹7.67 Cr,Foodtech,Kolkata,West Bengal,SAIF Partners,2022-12-09,2022
Ather Energy,₹41.39 Cr,E-Commerce,Surat,Gujarat,Saama Capital,2022-05-23,2022
Go Digit,₹41.27 Cr,Social Media,Gurgaon,Haryana,Elevation Capital,2021-03-07,2021
FabFurnish,₹14.57 Cr,Foodtech,Mumbai,Maharashtra,Accel India,2014-06-20,2014
OYO Rooms,₹124.17 Cr,E-Commerce,Mumbai,Maharashtra,Blume Ventures,2020-05-09,2020
Dream11,₹66.38 Cr,Edtech,Gurgaon,Haryana,Chiratae Ventures,2020-08-16,2020
HealthifyMe,₹385.58 Cr,E-Commerce,Chennai,Tamil Nadu,"Google Ventures, Fireside Ventures",2017-05-31,2017
Simple Energy,₹8.72 Cr,Fintech,Chandigarh,Chandigarh,Kunal Shah,2022-09-24,2022
Paytm First Games,₹2223.00 Cr,Social Media,Hyderabad,Telangana,"Multiples Alternate Asset Management, Carlyle Group",2020-07-28,2020
Ultraviolette,₹16.63 Cr,Fintech,Delhi,Delhi,Matrix Partners India,2022-05-22,2022
Drivezy,₹225.27 Cr,Social Media,Bangalore,Karnataka,Qualcomm Ventures,2019-10-17,2019
GoIbibo,₹87.97 Cr,E-Commerce,Pune,Maharashtra,Accel India,2014-12-28,2014
Open Network,₹6.86 Cr,Healthtech,Gurgaon,Haryana,Elevation Capital,2022-01-19,2022
Blu Smart Mobility,₹3.12 Cr,E-Commerce,Pune,Maharashtra,Nexus Venture Partners,2025-07-10,2025
Plum Insurance,₹99.40 Cr,Foodtech,Indore,Madhya Pradesh,Chiratae Ventures,2023-03-19,2023
Khatabook,₹85.85 Cr,SaaS,Delhi,Delhi,Deepinder Goyal,2021-10-01,2021
Cars24,₹633.24 Cr,Fintech,Chennai,Tamil Nadu,"Sequoia Capital India, SAIF Partners, Alibaba",2020-01-30,2020
upGrad,₹65.12 Cr,E-Commerce,Gurgaon,Haryana,Binny Bansal,2017-01-30,2017
Oyo,₹448.92 Cr,E-Commerce,Kolkata,West Bengal,"Aditya Birla Ventures, Naspers",2019-05-01,2019
Slice,₹54.11 Cr,SaaS,Gurgaon,Haryana,Kunal Shah,2019-02-04,2019
InMobi,₹28.91 Cr,E-Commerce,Delhi,Delhi,Ritesh Agarwal,2013-07-27,2013
Redbus,₹687.89 Cr,E-Commerce,Bangalore,Karnataka,"Fireside Ventures, Naspers, SoftBank Vision Fund, Lightspeed Venture Partners, Warburg Pincus",2015-03-01,2015
PayTM,₹8.38 Cr,Mobility,Delhi,Delhi,Saama Capital,2017-04-20,2017
Ecom Express,₹21.19 Cr,E-Commerce,Chennai,Tamil Nadu,Mumbai Angels,2017-12-27,2017
MoneyView,₹32.79 Cr,E-Commerce,Hyderabad,Telangana,Blume Ventures,2025-04-07,2025
Ninjacart,₹7.10 Cr,Mobility,Hyderabad,Telangana,Mumbai Angels,2022-02-16,2022
UrbanLadder,₹2.76 Cr,Fintech,Hyderabad,Telangana,Peak XV Partners,2015-09-20,2015
AgroStar,₹192.79 Cr,Foodtech,Chennai,Tamil Nadu,Alibaba,2015-03-18,2015
Open Network,₹161.33 Cr,Healthtech,Nagpur,Maharashtra,"Vijay Shekhar Sharma, Sequoia Capital India",2025-10-07,2025
CommonFloor,₹21.10 Cr,E-Commerce,Delhi,Delhi,Fireside Ventures,2010-09-19,2010
Cars24,₹84.82 Cr,Fintech,Chennai,Tamil Nadu,"Sequoia Capital India, Ritesh Agarwal",2020-08-09,2020
BYJU'S,₹3.91 Cr,Foodtech,Bangalore,Karnataka,Peak XV Partners,2013-05-02,2013
Chingari,₹7.94 Cr,Healthtech,Coimbatore,Tamil Nadu,Accel India,2019-10-03,2019
BharatPe,₹156.03 Cr,Healthtech,Chandigarh,Chandigarh,Chiratae Ventures,2021-03-16,2021
Droom,₹38.46 Cr,Agritech,Hyderabad,Telangana,Kunal Shah,2021-06-19,2021
Jar,₹39.61 Cr,Healthtech,Bangalore,Karnataka,Chiratae Ventures,2024-04-08,2024
DealShare,₹375.72 Cr,Foodtech,Bangalore,Karnataka,"Nexus Venture Partners, Lightspeed India",2021-07-10,2021
CityMall,₹9.70 Cr,Healthtech,Chennai,Tamil Nadu,Saama Capital,2019-07-17,2019
Digit Insurance,₹5.14 Cr,Healthtech,Hyderabad,Telangana,Peak XV Partners,2018-08-04,2018
DeHaat,₹44.99 Cr,E-Commerce,Bangalore,Karnataka,Ratan Tata,2022-12-26,2022
Shiprocket,₹109.28 Cr,Foodtech,Coimbatore,Tamil Nadu,"Ratan Tata, Nexus Venture Partners",2019-05-23,2019
Redbus,₹119.22 Cr,E-Commerce,Mumbai,Maharashtra,Accel Partners,2013-03-02,2013
Dream11,₹95.12 Cr,Edtech,Bangalore,Karnataka,Kalaari Capital,2018-02-11,2018
Verloop.io,₹823.85 Cr,Fintech,Kochi,Kerala,"ICICI Venture, Accel Partners, Matrix Partners India",2019-09-21,2019
DealShare,₹34.89 Cr,Foodtech,Chennai,Tamil Nadu,Kunal Shah,2021-11-15,2021
Mamaearth,₹31.71 Cr,Edtech,Hyderabad,Telangana,SAIF Partners,2022-02-01,2022
INDmoney,₹182.44 Cr,Fintech,Kochi,Kerala,Lightspeed Venture Partners,2024-02-01,2024
Tractor Junction,₹5.84 Cr,Logistics,Pune,Maharashtra,Saama Capital,2022-12-24,2022
Arya.ag,₹10.16 Cr,Logistics,Indore,Madhya Pradesh,Ratan Tata,2023-07-07,2023
Snapdeal,₹5.45 Cr,E-Commerce,Delhi,Delhi,Deepinder Goyal,2010-02-01,2010
ClearTrip,₹9.21 Cr,E-Commerce,Hyderabad,Telangana,Blume Ventures,2011-10-06,2011
Bounce,₹334.75 Cr,Foodtech,Chandigarh,Chandigarh,"SAIF Partners, Elevation Capital",2020-11-24,2020
Droom,₹82.77 Cr,Agritech,Delhi,Delhi,Chiratae Ventures,2018-03-19,2018
Drivezy,₹63.44 Cr,Social Media,Hyderabad,Telangana,Binny Bansal,2017-03-15,2017
ElasticRun,₹8.90 Cr,Gaming,Chennai,Tamil Nadu,Peak XV Partners,2019-02-02,2019
Open Network,₹12.64 Cr,Healthtech,Jaipur,Rajasthan,Kalaari Capital,2025-08-04,2025
Blu Smart Mobility,₹17.58 Cr,E-Commerce,Chennai,Tamil Nadu,Falguni Nayar,2022-03-28,2022
Ather Energy,₹16.17 Cr,E-Commerce,Delhi,Delhi,Elevation Capital,2014-02-04,2014
Vogo,₹189.25 Cr,Edtech,Delhi,Delhi,Steadview Capital,2017-09-08,2017
Redbus,₹45.54 Cr,E-Commerce,Hyderabad,Telangana,Matrix Partners India,2011-01-03,2011
Paytm First Games,₹10.32 Cr,Social Media,Vadodara,Gujarat,Sachin Bansal,2020-05-18,2020
BharatPe,₹385.25 Cr,Healthtech,Kolkata,West Bengal,General Atlantic,2023-11-22,2023
Plum Insurance,₹11.69 Cr,Foodtech,Chennai,Tamil Nadu,Lightspeed India,2024-04-11,2024
Freecharge,₹106.31 Cr,E-Commerce,Chennai,Tamil Nadu,"Matrix Partners India, Indian Angel Network",2012-10-02,2012
Paytm First Games,₹14.29 Cr,Social Media,Mumbai,Maharashtra,Kalaari Capital,2019-07-10,2019
Zebronics,₹12.97 Cr,E-Commerce,Delhi,Delhi,Matrix Partners India,2022-09-23,2022
OkCredit,₹9.89 Cr,E-Commerce,Mysore,Karnataka,Vijay Shekhar Sharma,2019-11-10,2019
upGrad,₹64.15 Cr,E-Commerce,Chandigarh,Chandigarh,Chiratae Ventures,2015-03-15,2015
CarWale,₹78.16 Cr,SaaS,Bhubaneswar,Odisha,Sachin Bansal,2018-10-12,2018
Zetwerk,₹48.72 Cr,Foodtech,Lucknow,Uttar Pradesh,Nexus Venture Partners,2018-12-23,2018
HealthifyMe,₹35.94 Cr,E-Commerce,Chennai,Tamil Nadu,Bhavish Aggarwal,2014-12-16,2014
Treebo,₹42.95 Cr,Logistics,Chandigarh,Chandigarh,Blume Ventures,2016-03-05,2016
Verloop.io,₹1870.77 Cr,Fintech,Chennai,Tamil Nadu,"Blackstone, Tiger Global, Everstone Capital",2020-08-19,2020
Mamaearth,₹10.50 Cr,Edtech,Ahmedabad,Gujarat,Chiratae Ventures,2025-02-05,2025
Vedantu,₹170.50 Cr,E-Commerce,Jaipur,Rajasthan,"Lightspeed Venture Partners, Wipro Ventures",2015-06-17,2015
Acko,₹55.53 Cr,E-Commerce,Delhi,Delhi,Sachin Bansal,2020-10-03,2020
M2P Fintech,₹31.74 Cr,Fintech,Chandigarh,Chandigarh,Binny Bansal,2021-05-19,2021
Cure.fit,₹192.45 Cr,Mobility,Gurgaon,Haryana,Peak XV Partners,2015-12-04,2015
FreshToHome,₹206.31 Cr,Fintech,Delhi,Delhi,"Coatue Management, Fireside Ventures",2022-07-02,2022
HealthifyMe,₹128.90 Cr,E-Commerce,Indore,Madhya Pradesh,"Deepinder Goyal, Nexus Venture Partners",2018-12-18,2018
BlackBuck,₹8.67 Cr,Foodtech,Chennai,Tamil Nadu,Vijay Shekhar Sharma,2013-07-09,2013
CredFlow,₹51.97 Cr,E-Commerce,Pune,Maharashtra,Chiratae Ventures,2024-07-14,2024
FabHotels,₹153.82 Cr,SaaS,Hyderabad,Telangana,Kalaari Capital,2020-03-24,2020
Moglix,₹1148.02 Cr,Healthtech,Chennai,Tamil Nadu,"Carlyle Group, Sequoia Capital India",2021-01-01,2021
Redbus,₹534.40 Cr,E-Commerce,Bangalore,Karnataka,"SAIF Partners, Accel Partners",2012-04-04,2012
FreshToHome,₹13.47 Cr,Fintech,Visakhapatnam,Andhra Pradesh,Deepinder Goyal,2025-06-01,2025
Haptik,₹2177.35 Cr,Mobility,Thiruvananthapuram,Kerala,"Carlyle Group, Chiratae Ventures, Coatue Management, KKR India, Warburg Pincus",2020-07-15,2020
Upstox,₹53.00 Cr,Fintech,Chennai,Tamil Nadu,Deepinder Goyal,2018-02-03,2018
Delhivery,₹88.71 Cr,E-Commerce,Mumbai,Maharashtra,Elevation Capital,2017-12-18,2017
Zoomcar,₹133.11 Cr,Agritech,Delhi,Delhi,Accel India,2021-12-04,2021
Zappfresh,₹337.87 Cr,Gaming,Kochi,Kerala,Chiratae Ventures,2021-08-27,2021
DealShare,₹12.90 Cr,Foodtech,Delhi,Delhi,SAIF Partners,2019-09-05,2019
Arya.ag,₹147.41 Cr,Logistics,Delhi,Delhi,SAIF Partners,2024-07-29,2024
FreshToHome,₹30.87 Cr,Fintech,Thiruvananthapuram,Kerala,Saama Capital,2023-09-19,2023
Ditto Insurance,₹52.40 Cr,Logistics,Kolkata,West Bengal,Mumbai Angels,2025-07-14,2025
Shiprocket,₹72.14 Cr,Foodtech,Hyderabad,Telangana,"Sequoia Capital India, Mumbai Angels",2018-04-28,2018
MobiKwik,₹13.84 Cr,E-Commerce,Delhi,Delhi,Fireside Ventures,2015-10-04,2015
DailyHunt,₹55.39 Cr,Fintech,Jaipur,Rajasthan,Deepinder Goyal,2022-07-25,2022
Cars24,₹20.84 Cr,Fintech,Jaipur,Rajasthan,Elevation Capital,2017-07-02,2017
MPL,₹9.06 Cr,Healthtech,Chennai,Tamil Nadu,Elevation Capital,2021-04-14,2021
Freecharge,₹194.54 Cr,E-Commerce,Jaipur,Rajasthan,Naspers,2013-06-06,2013
CommonFloor,₹33.30 Cr,E-Commerce,Gurgaon,Haryana,Sequoia Capital India,2013-07-02,2013
Zebronics,₹105.83 Cr,E-Commerce,Coimbatore,Tamil Nadu,Falguni Nayar,2025-12-24,2025
Yellow Messenger,₹37.14 Cr,Healthtech,Jaipur,Rajasthan,Sequoia Capital India,2020-06-25,2020
Revv,₹455.39 Cr,Fintech,Kochi,Kerala,Nexus Venture Partners,2019-02-19,2019
Zepto,₹19.94 Cr,E-Commerce,Indore,Madhya Pradesh,Blume Ventures,2021-12-29,2021
boAt,₹982.65 Cr,Logistics,Gurgaon,Haryana,"Sequoia Capital, Tiger Global, Saama Capital",2025-09-16,2025
Roposo,₹294.00 Cr,E-Commerce,Mumbai,Maharashtra,Tiger Global,2021-11-23,2021
FirstCry,₹27.06 Cr,SaaS,Chennai,Tamil Nadu,Blume Ventures,2015-02-16,2015
Ecom Express,₹26.05 Cr,E-Commerce,Vadodara,Gujarat,Falguni Nayar,2017-02-14,2017
Ninjacart,₹1065.66 Cr,Mobility,Jaipur,Rajasthan,"Kedaara Capital, Steadview Capital, KKR India, SoftBank Vision Fund",2024-01-25,2024
Lenskart,₹6.84 Cr,E-Commerce,Chennai,Tamil Nadu,Vijay Shekhar Sharma,2010-05-23,2010
Spinny,₹124.28 Cr,SaaS,Delhi,Delhi,Sachin Bansal,2020-01-03,2020
UrbanClap,₹13.64 Cr,E-Commerce,Hyderabad,Telangana,SAIF Partners,2015-09-15,2015
Unacademy,₹504.29 Cr,Fintech,Gurgaon,Haryana,"Tencent, Accel Partners, Accel India",2016-01-23,2016
ElasticRun,₹5.49 Cr,Gaming,Pune,Maharashtra,Bhavish Aggarwal,2024-07-05,2024
Digit Insurance,₹12.61 Cr,Healthtech,Hyderabad,Telangana,Chiratae Ventures,2016-08-19,2016
FamPay,₹13.88 Cr,Fintech,Surat,Gujarat,Chiratae Ventures,2024-07-27,2024
upGrad,₹30.49 Cr,E-Commerce,Bangalore,Karnataka,Binny Bansal,2017-12-29,2017
Moj,₹11.63 Cr,Edtech,Chandigarh,Chandigarh,Deepinder Goyal,2023-01-05,2023
DeHaat,₹204.08 Cr,E-Commerce,Delhi,Delhi,Nexus Venture Partners,2025-11-07,2025
InMobi,₹11.07 Cr,E-Commerce,Chandigarh,Chandigarh,Nexus Venture Partners,2013-07-28,2013
Ultraviolette,₹77.54 Cr,Fintech,Delhi,Delhi,Deepinder Goyal,2023-03-15,2023
ShareChat,₹5.65 Cr,Fintech,Gurgaon,Haryana,Deepinder Goyal,2019-10-26,2019
Naukri,₹6.50 Cr,E-Commerce,Mumbai,Maharashtra,Matrix Partners India,2014-02-19,2014
Cure.fit,₹20.52 Cr,Mobility,Gurgaon,Haryana,Blume Ventures,2018-06-26,2018
Mobile Premier League,₹20.40 Cr,Foodtech,Pune,Maharashtra,Mumbai Angels,2021-03-26,2021
DealShare,₹41.77 Cr,Foodtech,Jaipur,Rajasthan,Elevation Capital,2021-01-09,2021
Revolt Motors,₹6.00 Cr,Fintech,Mumbai,Maharashtra,Sachin Bansal,2022-07-05,2022
Rapido,₹115.08 Cr,E-Commerce,Coimbatore,Tamil Nadu,"Lightspeed India, Kunal Shah",2021-01-19,2021
CityMall,₹28.29 Cr,Healthtech,Mumbai,Maharashtra,Kalaari Capital,2021-04-06,2021
BigBasket,₹248.88 Cr,E-Commerce,Mumbai,Maharashtra,Steadview Capital,2016-08-22,2016
Mobile Premier League,₹44.93 Cr,Foodtech,Kolkata,West Bengal,Nexus Venture Partners,2018-09-25,2018
Plum Insurance,₹354.30 Cr,Foodtech,Hyderabad,Telangana,Accel India,2025-09-15,2025
Ninjacart,₹128.67 Cr,Mobility,Chandigarh,Chandigarh,"Blume Ventures, Saama Capital",2018-10-25,2018
Milkbasket,₹220.50 Cr,E-Commerce,Mysore,Karnataka,"Sequoia Capital India, SAIF Partners",2021-11-19,2021
Mobile Premier League,₹365.62 Cr,Foodtech,Bangalore,Karnataka,"Times Internet, Fireside Ventures, Alibaba",2018-05-29,2018
Shopclues,₹6.89 Cr,SaaS,Delhi,Delhi,Saama Capital,2014-03-06,2014
Verloop.io,₹61.39 Cr,Fintech,Bangalore,Karnataka,Binny Bansal,2021-07-22,2021
Yatra,₹135.91 Cr,E-Commerce,Bangalore,Karnataka,"Matrix Partners India, Nexus Venture Partners",2015-11-25,2015
UrbanLadder,₹100.55 Cr,Fintech,Mumbai,Maharashtra,Mumbai Angels,2015-10-02,2015
FirstCry,₹40.75 Cr,SaaS,Delhi,Delhi,Kalaari Capital,2017-01-31,2017
Apna,₹74.10 Cr,Foodtech,Chandigarh,Chandigarh,Chiratae Ventures,2020-04-23,2020
HealthifyMe,₹339.09 Cr,E-Commerce,Chandigarh,Chandigarh,"Elevation Capital, Blume Ventures",2018-06-28,2018
Xpressbees,₹550.56 Cr,Fintech,Bangalore,Karnataka,Infosys Innovation Fund,2019-04-18,2019
FreshToHome,₹274.39 Cr,Fintech,Gurgaon,Haryana,Chiratae Ventures,2023-07-12,2023
Purplle,₹9.55 Cr,Foodtech,Visakhapatnam,Andhra Pradesh,Chiratae Ventures,2022-10-27,2022
CarDekho,₹75.86 Cr,E-Commerce,Pune,Maharashtra,"Kalaari Capital, Lightspeed India",2019-10-06,2019
DeHaat,₹77.51 Cr,E-Commerce,Bangalore,Karnataka,Matrix Partners India,2022-12-27,2022
Roposo,₹412.82 Cr,E-Commerce,Mysore,Karnataka,Peak XV Partners,2021-05-27,2021
ElasticRun,₹10.09 Cr,Gaming,Delhi,Delhi,Deepinder Goyal,2021-08-25,2021
Glance,₹93.13 Cr,Logistics,Indore,Madhya Pradesh,Chiratae Ventures,2022-09-21,2022
Drivezy,₹12.17 Cr,Social Media,Jaipur,Rajasthan,Indian Angel Network,2016-02-02,2016
CarDekho,₹134.11 Cr,E-Commerce,Delhi,Delhi,Sachin Bansal,2021-04-14,2021
InShorts,₹176.08 Cr,SaaS,Gurgaon,Haryana,Sequoia Capital,2021-09-24,2021
Shiprocket,₹12.17 Cr,Foodtech,Gurgaon,Haryana,Peak XV Partners,2016-03-09,2016
JustDial,₹10.14 Cr,E-Commerce,Hyderabad,Telangana,Bhavish Aggarwal,2010-10-19,2010
Razorpay,₹47.05 Cr,Fintech,Kochi,Kerala,Fireside Ventures,2017-08-24,2017
Digit Insurance,₹46.58 Cr,Healthtech,Mumbai,Maharashtra,Fireside Ventures,2017-06-10,2017
Paytm First Games,₹44.12 Cr,Social Media,Pune,Maharashtra,Mumbai Angels,2021-12-29,2021
Cars24,₹5.45 Cr,Fintech,Bhubaneswar,Odisha,Kalaari Capital,2016-10-11,2016
Josh,₹48.65 Cr,Fintech,Chennai,Tamil Nadu,Nexus Venture Partners,2019-10-15,2019
Zerodha,₹42.38 Cr,E-Commerce,Chennai,Tamil Nadu,Sequoia Capital India,2017-07-11,2017
Myntra,₹40.52 Cr,E-Commerce,Gurgaon,Haryana,Sachin Bansal,2015-12-08,2015
Groww,₹26.48 Cr,Fintech,Hyderabad,Telangana,Sequoia Capital India,2017-10-03,2017
Cure.fit,₹8.18 Cr,Mobility,Delhi,Delhi,Accel India,2018-05-10,2018
Chingari,₹35.00 Cr,Healthtech,Kochi,Kerala,Accel India,2024-02-16,2024
Yellow Messenger,₹60.41 Cr,Healthtech,Hyderabad,Telangana,Bhavish Aggarwal,2019-04-17,2019
KreditBee,₹17.31 Cr,Healthtech,Gurgaon,Haryana,Accel India,2023-08-13,2023
CarDekho,₹14.99 Cr,E-Commerce,Hyderabad,Telangana,Accel India,2011-08-07,2011
BookMyShow,₹7.60 Cr,E-Commerce,Hyderabad,Telangana,Lightspeed India,2014-08-02,2014
Jupiter,₹220.50 Cr,Foodtech,Lucknow,Uttar Pradesh,"Tencent, Accel India",2021-04-27,2021
Blinkit,₹418.55 Cr,Edtech,Hyderabad,Telangana,"Sequoia Capital India, General Atlantic, Fireside Ventures",2024-05-21,2024
CarDekho,₹36.21 Cr,E-Commerce,Lucknow,Uttar Pradesh,Ritesh Agarwal,2020-09-26,2020
CityMall,₹9.85 Cr,Healthtech,Jaipur,Rajasthan,Fireside Ventures,2022-09-27,2022
Dream11,₹288.85 Cr,Edtech,Bangalore,Karnataka,Nexus Venture Partners,2021-11-21,2021
Chingari,₹4.80 Cr,Healthtech,Hyderabad,Telangana,Kalaari Capital,2019-08-07,2019
Lenskart,₹13.94 Cr,E-Commerce,Mumbai,Maharashtra,Nexus Venture Partners,2011-03-28,2011
Khatabook,₹19.19 Cr,SaaS,Chennai,Tamil Nadu,SAIF Partners,2023-02-25,2023
Simple Energy,₹252.06 Cr,Fintech,Indore,Madhya Pradesh,"Tencent, Naspers",2025-07-17,2025
CarDekho,₹14.75 Cr,E-Commerce,Delhi,Delhi,Lightspeed India,2017-02-09,2017
Yellow Messenger,₹114.48 Cr,Healthtech,Gurgaon,Haryana,Bhavish Aggarwal,2020-01-03,2020
Khatabook,₹238.08 Cr,SaaS,Vadodara,Gujarat,"Matrix Partners India, Fireside Ventures",2021-03-28,2021
UrbanLadder,₹29.12 Cr,Fintech,Mumbai,Maharashtra,Falguni Nayar,2014-11-07,2014
Yatra,₹6.95 Cr,E-Commerce,Bangalore,Karnataka,Bhavish Aggarwal,2011-06-14,2011
BluSmart,₹43.20 Cr,Social Media,Lucknow,Uttar Pradesh,Nexus Venture Partners,2023-02-20,2023
