Startup Name,Amount_Cleaned,Amount_USD,Amount_INR_Numeric,Sector_Standardized,City,State_Standardized,Investors' Name,Funding_Stage,Date_Parsed,Year,Quarter,Month
Vogo,₹18.30 Cr,$2.72M,182993229.17383167,Edtech,Bangalore,Karnataka,Indian Angel Network,Pre-Series A,2016-11-29,2016,Q4,November
Zoomcar,₹48.22 Cr,$6.85M,482179850.4434875,Agritech,Delhi,Delhi,Mumbai Angels,Bridge,2019-12-24,2019,Q4,December
Ninjacart,₹44.59 Cr,$5.36M,445871103.111699,Mobility,Kolkata,West Bengal,Sequoia Capital India,Pre-Series A,2024-08-06,2024,Q3,August
Ula,₹113.85 Cr,$15.36M,1138505499.0826633,SaaS,Bangalore,Karnataka,"Falguni Nayar, Deepinder Goyal",Bridge,2020-02-25,2020,Q1,February
Ola Electric,₹165.34 Cr,$19.57M,1653402177.8286393,Foodtech,Coimbatore,Tamil Nadu,"Elevation Capital, Vijay Shekhar Sharma",Series B,2025-10-05,2025,Q4,October
Vegrow,₹69.51 Cr,$8.42M,695123710.794626,Gaming,Delhi,Delhi,Vijay Shekhar Sharma,Series A,2023-01-07,2023,Q1,January
MobiKwik,₹29.25 Cr,$4.28M,292478691.24311256,E-Commerce,Kolkata,West Bengal,Elevation Capital,Pre-Series A,2018-07-06,2018,Q3,July
WayCool,₹10.39 Cr,$1.52M,103864050.8280043,Mobility,Gurgaon,Haryana,Ritesh Agarwal,Pre-Series A,2018-07-22,2018,Q3,July
Dunzo,₹10.92 Cr,$1.79M,109190990.48432192,SaaS,Kolkata,West Bengal,Kalaari Capital,Pre-Series A,2014-01-08,2014,Q1,January
Plum Insurance,₹347.88 Cr,$41.17M,3478785769.5091615,Foodtech,Bangalore,Karnataka,"Sequoia Capital, Chiratae Ventures",Series B,2025-02-17,2025,Q1,February
SimplyNadu,₹194.24 Cr,$23.33M,1942378355.744337,SaaS,Hyderabad,Telangana,"Google Ventures, Sequoia Capital India",Series B,2024-05-22,2024,Q2,May
Cars24,₹400.24 Cr,$58.52M,4002391998.035468,Fintech,Gurgaon,Haryana,"Wipro Ventures, Blume Ventures, Peak XV Partners",Series B,2018-11-19,2018,Q4,November
Jumbotail,₹279.57 Cr,$38.04M,2795716037.9007115,SaaS,Jaipur,Rajasthan,"Times Internet, Tiger Global",Series B,2021-04-08,2021,Q2,April
Upstox,₹5.64 Cr,$0.96M,56383798.41879444,Fintech,Bangalore,Karnataka,Lightspeed India,Seed,2013-12-07,2013,Q4,December
Arya.ag,₹84.97 Cr,$10.21M,849748743.8881854,Logistics,Bangalore,Karnataka,"Kunal Shah, Fireside Ventures",Series A,2024-06-16,2024,Q2,June
Simplilearn,₹9.73 Cr,$1.42M,97346035.22460252,Fintech,Lucknow,Uttar Pradesh,SAIF Partners,Pre-Series A,2018-04-02,2018,Q2,April
Shiprocket,₹331.77 Cr,$47.11M,3317695665.3703084,Foodtech,Mumbai,Maharashtra,Tencent,Debt,2019-11-27,2019,Q4,November
OfBusiness,₹9.54 Cr,$1.42M,95428770.83222395,E-Commerce,Mumbai,Maharashtra,Blume Ventures,Seed,2016-11-13,2016,Q4,November
Zetwerk,₹46.84 Cr,$6.65M,468428311.06874484,Foodtech,Visakhapatnam,Andhra Pradesh,Deepinder Goyal,Bridge,2019-03-18,2019,Q1,March
MakeMyTrip,₹232.68 Cr,$43.54M,2326766253.539775,E-Commerce,Chandigarh,Chandigarh,Kalaari Capital,Series B,2012-04-17,2012,Q2,April
Xpressbees,₹720.66 Cr,$98.05M,7206615863.566351,Fintech,Nagpur,Maharashtra,"Accel Partners, Tiger Global",Series B,2021-06-03,2021,Q2,June
Roposo,₹193.08 Cr,$23.19M,1930760664.0825958,E-Commerce,Delhi,Delhi,Qualcomm Ventures,Series B,2024-01-21,2024,Q1,January
Yulu,₹70.67 Cr,$10.85M,706692645.1746697,Mobility,Mumbai,Maharashtra,"Sequoia Capital India, Binny Bansal",Series A,2017-09-10,2017,Q3,September
Zerodha,₹527.70 Cr,$78.53M,5277010954.260309,E-Commerce,Mumbai,Maharashtra,Chiratae Ventures,Series C,2016-07-23,2016,Q3,July
Pilgrim,₹72.01 Cr,$8.72M,720068910.8290826,Deeptech,Bangalore,Karnataka,Elevation Capital,Series A,2023-09-03,2023,Q3,September
Tractor Junction,₹27.95 Cr,$3.36M,279527231.0633743,Logistics,Kolkata,West Bengal,Nexus Venture Partners,Pre-Series A,2024-09-21,2024,Q3,September
Redbus,₹4.42 Cr,$0.97M,44241752.71821988,E-Commerce,Hyderabad,Telangana,Kalaari Capital,Seed,2010-10-20,2010,Q4,October
NinjaCart,₹117.35 Cr,$19.23M,1173498244.774708,E-Commerce,Gurgaon,Haryana,Chiratae Ventures,Series A,2014-01-31,2014,Q1,January
OYO Rooms,₹177.87 Cr,$26.01M,1778713545.2774525,E-Commerce,Indore,Madhya Pradesh,"Sequoia Capital, General Atlantic",Series B,2018-10-22,2018,Q4,October
Unacademy,₹1953.60 Cr,$300.00M,19536000000.0,Fintech,Bangalore,Karnataka,"Alibaba, Carlyle Group, ICICI Venture, Warburg Pincus",Series C,2017-07-01,2017,Q3,July
Revv,₹2205.00 Cr,$300.00M,22050000000.0,Fintech,Indore,Madhya Pradesh,"Andreessen Horowitz, Tiger Global, Sequoia Capital India, SAIF Partners",Series C,2021-10-29,2021,Q4,October
Captain Fresh,₹24.03 Cr,$2.89M,240343806.82955664,Mobility,Jaipur,Rajasthan,Bhavish Aggarwal,Pre-Series A,2024-11-19,2024,Q4,November
Rivigo,₹101.81 Cr,$14.89M,1018129618.0325553,Foodtech,Mysore,Karnataka,"Peak XV Partners, Vijay Shekhar Sharma",Series A,2018-08-21,2018,Q3,August
KissanKraft,₹13.31 Cr,$1.57M,133060438.7440499,Gaming,Hyderabad,Telangana,Kalaari Capital,Seed,2025-03-09,2025,Q1,March
PayTM,₹185.15 Cr,$27.55M,1851483953.7012806,Mobility,Lucknow,Uttar Pradesh,"Accel India, Peak XV Partners",Series B,2016-06-27,2016,Q2,June
Freshdesk,₹21.10 Cr,$4.52M,211049425.92298105,E-Commerce,Mumbai,Maharashtra,Indian Angel Network,Pre-Series A,2011-05-02,2011,Q2,May
KissanKraft,₹5.71 Cr,$0.73M,57076554.85218504,Gaming,Indore,Madhya Pradesh,Accel India,Seed,2022-04-07,2022,Q2,April
Acko,₹55.57 Cr,$8.53M,555698240.7794795,E-Commerce,Mumbai,Maharashtra,Bhavish Aggarwal,Series A,2017-11-18,2017,Q4,November
Naukri,₹11.32 Cr,$2.42M,113165482.12451121,E-Commerce,Delhi,Delhi,Saama Capital,Pre-Series A,2011-05-20,2011,Q2,May
Paytm First Games,₹24.72 Cr,$3.68M,247185850.7118225,Social Media,Bangalore,Karnataka,Saama Capital,Seed,2016-03-01,2016,Q1,March
MPL,₹21.16 Cr,$2.88M,211573633.6740644,Healthtech,Ahmedabad,Gujarat,Kalaari Capital,Seed,2021-08-16,2021,Q3,August
Oyo,₹1271.34 Cr,$172.97M,12713355198.67547,E-Commerce,Chandigarh,Chandigarh,"Warburg Pincus, Coatue Management",Debt,2021-11-09,2021,Q4,November
Pepperfry,₹162.59 Cr,$24.97M,1625892493.2752657,E-Commerce,Mumbai,Maharashtra,"Lightspeed Venture Partners, Alibaba",Series A,2017-01-29,2017,Q1,January
Paytm First Games,₹158.44 Cr,$22.50M,1584401617.2372262,Social Media,Mumbai,Maharashtra,"Sequoia Capital, Times Internet",Series A,2019-08-03,2019,Q3,August
Zepto,₹596.70 Cr,$81.18M,5966964301.939434,E-Commerce,Mysore,Karnataka,"Google Ventures, Nexus Venture Partners, Accel Partners",Series B,2021-02-09,2021,Q1,February
PhonePe,₹423.25 Cr,$61.89M,4232505483.706635,E-Commerce,Coimbatore,Tamil Nadu,"Matrix Partners India, Reliance Ventures",Debt,2018-12-31,2018,Q4,December
Revv,₹211.24 Cr,$28.74M,2112434065.60159,Fintech,Lucknow,Uttar Pradesh,Fireside Ventures,Series A,2021-10-22,2021,Q4,October
Ecom Express,₹284.33 Cr,$42.31M,2843283336.759484,E-Commerce,Bangalore,Karnataka,"Kalaari Capital, Coatue Management",Series B,2016-10-17,2016,Q4,October
Jumbotail,₹279.50 Cr,$38.03M,2795037141.585986,SaaS,Kochi,Kerala,Blume Ventures,Series B,2021-10-07,2021,Q4,October
CropIn,₹11.95 Cr,$1.44M,119524116.55147986,Agritech,Kolkata,West Bengal,Deepinder Goyal,Seed,2024-09-13,2024,Q3,September
Slice,₹25.05 Cr,$3.19M,250534676.05204058,SaaS,Ahmedabad,Gujarat,Lightspeed India,Bridge,2022-02-03,2022,Q1,February
Zostel,₹61.76 Cr,$9.48M,617560822.13172,Fintech,Chennai,Tamil Nadu,Matrix Partners India,Series A,2017-06-19,2017,Q2,June
Blu Smart Mobility,₹1345.93 Cr,$159.28M,13459258218.307411,E-Commerce,Mumbai,Maharashtra,"Tencent, General Atlantic",Series C,2025-10-14,2025,Q4,October
FabFurnish,₹52.60 Cr,$7.69M,525988394.06538165,Foodtech,Delhi,Delhi,Saama Capital,Series A,2018-03-24,2018,Q1,March
Vogo,₹1100.22 Cr,$149.69M,11002213934.33762,Edtech,Bhubaneswar,Odisha,"Nexus Venture Partners, Coatue Management, General Atlantic, Sequoia Capital, Kedaara Capital",Series C,2021-08-10,2021,Q3,August
Dream11,₹53.04 Cr,$7.16M,530359117.28753793,Edtech,Gurgaon,Haryana,Ritesh Agarwal,Series A,2020-12-17,2020,Q4,December
Udaan,₹16.10 Cr,$2.35M,161019841.07990676,Fintech,Mumbai,Maharashtra,Saama Capital,Seed,2018-06-01,2018,Q2,June
Udaan,₹126.84 Cr,$20.78M,1268414421.701439,Fintech,Chennai,Tamil Nadu,"Lightspeed Venture Partners, Andreessen Horowitz",Series A,2014-02-18,2014,Q1,February
DealShare,₹57.87 Cr,$7.36M,578718620.0043045,Foodtech,Hyderabad,Telangana,Lightspeed India,Bridge,2022-01-03,2022,Q1,January
Quikr,₹677.71 Cr,$105.64M,6777060729.493507,E-Commerce,Mumbai,Maharashtra,"Multiples Alternate Asset Management, Accel Partners",Series C,2015-02-07,2015,Q1,February
Blu Smart Mobility,₹802.73 Cr,$96.42M,8027328237.3565855,E-Commerce,Chennai,Tamil Nadu,"SoftBank Vision Fund, Tencent",Series B,2024-11-09,2024,Q4,November
MobiKwik,₹4.78 Cr,$0.71M,47785076.83016617,E-Commerce,Gurgaon,Haryana,Blume Ventures,Seed,2016-11-22,2016,Q4,November
DeHaat,₹352.76 Cr,$42.37M,3527601758.4285393,E-Commerce,Hyderabad,Telangana,Tiger Global,Series B,2024-01-14,2024,Q1,January
Grofers,₹1191.39 Cr,$182.95M,11913938240.730421,E-Commerce,Hyderabad,Telangana,"Lightspeed Venture Partners, Chiratae Ventures, Carlyle Group, ChrysCapital, SAIF Partners",Series C,2017-05-08,2017,Q2,May
Myntra,₹652.21 Cr,$106.87M,6522071292.357546,E-Commerce,Bangalore,Karnataka,"Kalaari Capital, Steadview Capital",Series C,2014-07-31,2014,Q3,July
Acko,₹7.58 Cr,$1.13M,75795378.61596288,E-Commerce,Chandigarh,Chandigarh,Vijay Shekhar Sharma,Seed,2016-05-14,2016,Q2,May
Chingari,₹10.42 Cr,$1.48M,104228209.09884843,Healthtech,Gurgaon,Haryana,Elevation Capital,Seed,2019-09-23,2019,Q3,September
Udaan,₹8.54 Cr,$1.25M,85423973.45402645,Fintech,Ahmedabad,Gujarat,Peak XV Partners,Seed,2018-02-07,2018,Q1,February
KissanKraft,₹11.10 Cr,$1.31M,111023380.47617094,Gaming,Coimbatore,Tamil Nadu,Lightspeed India,Seed,2025-02-27,2025,Q1,February
Go Digit,₹26.78 Cr,$3.99M,267844052.96156594,Social Media,Chandigarh,Chandigarh,Bhavish Aggarwal,Pre-Series A,2016-05-29,2016,Q2,May
Waycool Foods,₹11.86 Cr,$1.40M,118612687.79971643,Foodtech,Indore,Madhya Pradesh,Lightspeed India,Seed,2025-09-12,2025,Q3,September
PayTM,₹78.71 Cr,$12.27M,787131172.8533608,Mobility,Chennai,Tamil Nadu,Indian Angel Network,Series A,2015-08-11,2015,Q3,August
Delhivery,₹790.22 Cr,$117.59M,7902190685.686486,E-Commerce,Kochi,Kerala,"Tiger Global, Everstone Capital, ICICI Venture, SAIF Partners, Naspers",Series C,2016-12-15,2016,Q4,December
Scripbox,₹10.52 Cr,$1.34M,105187458.08716674,Logistics,Indore,Madhya Pradesh,Accel India,Seed,2022-06-12,2022,Q2,June
Zepto,₹39.74 Cr,$5.36M,397367927.8142781,E-Commerce,Pune,Maharashtra,Nexus Venture Partners,Pre-Series A,2020-11-25,2020,Q4,November
ET Money,₹9.79 Cr,$1.19M,97903377.4873963,Agritech,Hyderabad,Telangana,Blume Ventures,Pre-Series A,2023-08-12,2023,Q3,August
Cure.fit,₹117.69 Cr,$17.21M,1176865726.8244746,Mobility,Delhi,Delhi,Accel India,Series A,2018-05-08,2018,Q2,May
Waycool Foods,₹89.36 Cr,$10.73M,893579024.9027778,Foodtech,Chennai,Tamil Nadu,Indian Angel Network,Series B,2024-07-15,2024,Q3,July
Scripbox,₹10.14 Cr,$1.29M,101364751.75847983,Logistics,Bangalore,Karnataka,Ritesh Agarwal,Seed,2022-10-26,2022,Q4,October
MoneyView,₹7.69 Cr,$0.98M,76884951.04190695,E-Commerce,Lucknow,Uttar Pradesh,Deepinder Goyal,Seed,2022-03-24,2022,Q1,March
Spinny,₹7.77 Cr,$1.16M,77748545.08347897,SaaS,Pune,Maharashtra,Lightspeed India,Seed,2016-08-29,2016,Q3,August
Stable Money,₹44.25 Cr,$5.24M,442530065.0472037,E-Commerce,Chennai,Tamil Nadu,Bhavish Aggarwal,Pre-Series A,2025-03-25,2025,Q1,March
InMobi,₹175.80 Cr,$30.00M,1758000000.0,E-Commerce,Delhi,Delhi,"Sequoia Capital, Peak XV Partners",Series A,2013-08-21,2013,Q3,August
Blu Smart Mobility,₹374.67 Cr,$45.01M,3746703650.5625873,E-Commerce,Gurgaon,Haryana,SoftBank Vision Fund,Series B,2024-01-04,2024,Q1,January
Shopclues,₹38.54 Cr,$5.64M,385447078.89216423,SaaS,Gurgaon,Haryana,Blume Ventures,Series A,2018-06-11,2018,Q2,June
Nykaa Fashion,₹58.20 Cr,$6.89M,581992915.8604971,SaaS,Mumbai,Maharashtra,Kunal Shah,Series A,2025-03-11,2025,Q1,March
Zostel,₹5.90 Cr,$0.88M,58983759.86773505,Fintech,Delhi,Delhi,Blume Ventures,Seed,2016-12-09,2016,Q4,December
Simple Energy,₹373.39 Cr,$44.85M,3733930787.963481,Fintech,Gurgaon,Haryana,Coatue Management,Series B,2024-07-22,2024,Q3,July
ShareChat,₹368.03 Cr,$46.82M,3680301073.0357428,Fintech,Hyderabad,Telangana,General Atlantic,Series B,2022-01-27,2022,Q1,January
Tractor Junction,₹16.89 Cr,$2.04M,168884776.97361538,Logistics,Bangalore,Karnataka,Chiratae Ventures,Pre-Series A,2023-10-25,2023,Q4,October
Verloop.io,₹14.35 Cr,$2.10M,143519501.0062541,Fintech,Gurgaon,Haryana,Ratan Tata,Pre-Series A,2018-10-20,2018,Q4,October
Apna,₹14.40 Cr,$1.73M,143992934.44458315,Foodtech,Gurgaon,Haryana,Peak XV Partners,Seed,2024-11-16,2024,Q4,November
Ola,₹201.76 Cr,$33.06M,2017552365.7450142,E-Commerce,Delhi,Delhi,"Fireside Ventures, Elevation Capital",Series B,2014-10-05,2014,Q4,October
Scripbox,₹5.25 Cr,$0.62M,52473971.66444339,Logistics,Bangalore,Karnataka,Indian Angel Network,Seed,2025-10-19,2025,Q4,October
MakeMyTrip,₹159.78 Cr,$29.90M,1597770151.9139323,E-Commerce,Gurgaon,Haryana,Tencent,Series B,2012-09-14,2012,Q3,September
Roposo,₹58.72 Cr,$7.92M,587155370.7688893,E-Commerce,Gurgaon,Haryana,Indian Angel Network,Series A,2020-06-03,2020,Q2,June
PolicyBazaar,₹130.30 Cr,$24.38M,1303001380.6514802,E-Commerce,Hyderabad,Telangana,SAIF Partners,Series A,2012-07-29,2012,Q3,July
Zostel,₹466.15 Cr,$63.42M,4661549226.607942,Fintech,Kochi,Kerala,Blume Ventures,Series C,2021-07-16,2021,Q3,July
Flipkart Quick,₹78.60 Cr,$10.00M,786000000.0,SaaS,Lucknow,Uttar Pradesh,Falguni Nayar,Series B,2022-07-10,2022,Q3,July
Freshdesk,₹3.13 Cr,$0.68M,31253151.6505079,E-Commerce,Chennai,Tamil Nadu,Ritesh Agarwal,Seed,2010-11-28,2010,Q4,November
M2P Fintech,₹152.22 Cr,$18.43M,1522191293.5049527,Fintech,Hyderabad,Telangana,Sachin Bansal,Series A,2023-07-04,2023,Q3,July
INDmoney,₹24.42 Cr,$3.11M,244177240.94745386,Fintech,Jaipur,Rajasthan,Elevation Capital,Pre-Series A,2022-06-14,2022,Q2,June
Droom,₹12.55 Cr,$1.93M,125544947.56393304,Agritech,Mumbai,Maharashtra,Accel India,Seed,2017-02-12,2017,Q1,February
Zostel,₹30.68 Cr,$4.71M,306823757.95751697,Fintech,Delhi,Delhi,Kalaari Capital,Pre-Series A,2017-10-14,2017,Q4,October
Spinny,₹8.35 Cr,$1.14M,83478371.16693607,SaaS,Hyderabad,Telangana,SAIF Partners,Seed,2021-09-22,2021,Q3,September
Revolt Motors,₹15.96 Cr,$1.93M,159606759.52800274,Fintech,Surat,Gujarat,Fireside Ventures,Pre-Series A,2023-07-08,2023,Q3,July
Portea Medical,₹12.02 Cr,$1.87M,120224362.84392874,E-Commerce,Kolkata,West Bengal,Ritesh Agarwal,Seed,2015-01-22,2015,Q1,January
Razorpay,₹31.41 Cr,$4.90M,314121293.43518066,Fintech,Hyderabad,Telangana,Lightspeed India,Pre-Series A,2015-11-12,2015,Q4,November
boAt,₹45.71 Cr,$5.49M,457079330.6842097,Logistics,Pune,Maharashtra,SAIF Partners,Series A,2024-01-21,2024,Q1,January
CredFlow,₹6.29 Cr,$0.80M,62931119.13785228,E-Commerce,Lucknow,Uttar Pradesh,Sachin Bansal,Seed,2022-05-18,2022,Q2,May
MoneyView,₹1734.07 Cr,$205.21M,17340656060.37191,E-Commerce,Jaipur,Rajasthan,"General Atlantic, Blackstone, TPG Capital, Multiples Alternate Asset Management, Nexus Venture Partners",Series C,2025-06-29,2025,Q2,June
Zomato,₹641.50 Cr,$100.00M,6415000000.000001,E-Commerce,Delhi,Delhi,"Qualcomm Ventures, Andreessen Horowitz, Kalaari Capital",Series B,2015-02-25,2015,Q1,February
Country Delight,₹102.58 Cr,$13.96M,1025805660.3294626,Healthtech,Pune,Maharashtra,"Elevation Capital, Kunal Shah",Series A,2021-09-21,2021,Q3,September
Haptik,₹119.47 Cr,$16.97M,1194705028.0953896,Mobility,Gurgaon,Haryana,"Vijay Shekhar Sharma, Matrix Partners India",Series A,2019-08-18,2019,Q3,August
Portea Medical,₹64.73 Cr,$13.87M,647284199.002751,E-Commerce,Chennai,Tamil Nadu,Accel India,Series A,2011-08-28,2011,Q3,August
Milkbasket,₹9.20 Cr,$1.24M,91978377.98908354,E-Commerce,Kochi,Kerala,Fireside Ventures,Seed,2020-03-01,2020,Q1,March
BharatPe,₹1478.99 Cr,$177.66M,14789919040.93346,Healthtech,Mumbai,Maharashtra,"SoftBank Vision Fund, Kalaari Capital, Accel Partners",Series C,2024-12-28,2024,Q4,December
Tractor Junction,₹626.86 Cr,$74.19M,6268645783.000752,Logistics,Mysore,Karnataka,"Amazon Ventures, Lightspeed Venture Partners",Debt,2025-05-05,2025,Q2,May
ElasticRun,₹27.79 Cr,$3.75M,277863348.154923,Gaming,Ahmedabad,Gujarat,Accel India,Pre-Series A,2020-09-19,2020,Q3,September
Practo,₹6.24 Cr,$0.97M,62436191.30660477,E-Commerce,Hyderabad,Telangana,Matrix Partners India,Seed,2015-04-11,2015,Q2,April
Khatabook,₹92.86 Cr,$12.63M,928596448.6378173,SaaS,Chennai,Tamil Nadu,Ritesh Agarwal,Bridge,2021-04-13,2021,Q2,April
Vogo,₹7.46 Cr,$1.11M,74582333.52495132,Edtech,Pune,Maharashtra,Accel India,Seed,2016-10-15,2016,Q4,October
Digit Insurance,₹60.70 Cr,$8.62M,606985485.9901677,Healthtech,Pune,Maharashtra,Kalaari Capital,Series A,2019-02-22,2019,Q1,February
Cure.fit,₹1866.03 Cr,$272.85M,18660274636.486126,Mobility,Gurgaon,Haryana,"Multiples Alternate Asset Management, Sequoia Capital India, Kalaari Capital",Series C,2018-07-17,2018,Q3,July
Flipkart Quick,₹5.18 Cr,$0.70M,51807521.508490615,SaaS,Nagpur,Maharashtra,Blume Ventures,Seed,2020-03-02,2020,Q1,March
DealShare,₹164.43 Cr,$19.75M,1644349182.133566,Foodtech,Kochi,Kerala,"Lightspeed India, Indian Angel Network",Series B,2024-10-28,2024,Q4,October
Shiprocket,₹239.71 Cr,$35.05M,2397132011.7612953,Foodtech,Mumbai,Maharashtra,Sequoia Capital,Series B,2018-03-31,2018,Q1,March
Revolt Motors,₹249.77 Cr,$29.56M,2497738060.0347004,Fintech,Chennai,Tamil Nadu,"Steadview Capital, Tiger Global",Bridge,2025-07-16,2025,Q3,July
Atomberg,₹429.04 Cr,$50.77M,4290398666.333649,SaaS,Mumbai,Maharashtra,"Google Ventures, Andreessen Horowitz",Series C,2025-07-26,2025,Q3,July
Dream11,₹956.43 Cr,$130.13M,9564325244.39694,Edtech,Bangalore,Karnataka,"Lightspeed Venture Partners, Chiratae Ventures, Kedaara Capital, Blackstone",Series C,2021-10-16,2021,Q4,October
Roposo,₹22.88 Cr,$2.91M,228757360.44562805,E-Commerce,Coimbatore,Tamil Nadu,Kalaari Capital,Pre-Series A,2022-10-21,2022,Q4,October
Oyo,₹696.84 Cr,$98.96M,6968418196.619112,E-Commerce,Jaipur,Rajasthan,"Sequoia Capital, SAIF Partners, Steadview Capital",Debt,2019-12-14,2019,Q4,December
Zerodha,₹426.51 Cr,$65.50M,4265102728.471486,E-Commerce,Pune,Maharashtra,"Amazon Ventures, Accel India",Debt,2017-11-04,2017,Q4,November
Lybrate,₹10.25 Cr,$1.60M,102482072.74829453,Fintech,Hyderabad,Telangana,Sequoia Capital India,Pre-Series A,2015-05-21,2015,Q2,May
Ula,₹66.47 Cr,$8.05M,664693313.3047589,SaaS,Bangalore,Karnataka,Nexus Venture Partners,Series A,2023-07-19,2023,Q3,July
Slice,₹7.27 Cr,$1.03M,72691962.70443755,SaaS,Delhi,Delhi,Deepinder Goyal,Seed,2019-04-23,2019,Q2,April
Zappfresh,₹3.22 Cr,$0.46M,32215245.102492537,Gaming,Indore,Madhya Pradesh,Nexus Venture Partners,Seed,2019-09-28,2019,Q3,September
The Ken,₹137.78 Cr,$18.75M,1377836660.1907105,E-Commerce,Hyderabad,Telangana,Fireside Ventures,Series A,2021-01-19,2021,Q1,January
ShareChat,₹10.97 Cr,$1.56M,109671301.39830121,Fintech,Delhi,Delhi,Fireside Ventures,Seed,2019-07-31,2019,Q3,July
Moglix,₹49.01 Cr,$7.53M,490069291.00449014,Healthtech,Kochi,Kerala,Sequoia Capital India,Series A,2017-02-17,2017,Q1,February
Scripbox,₹50.15 Cr,$6.02M,501533663.06884944,Logistics,Kochi,Kerala,Binny Bansal,Bridge,2024-02-17,2024,Q1,February
FabFurnish,₹29.77 Cr,$4.88M,297715481.4629387,Foodtech,Lucknow,Uttar Pradesh,Kunal Shah,Series A,2014-01-04,2014,Q1,January
MyGlamm,₹7.95 Cr,$0.96M,79521395.26126513,E-Commerce,Lucknow,Uttar Pradesh,Ritesh Agarwal,Pre-Series A,2023-12-07,2023,Q4,December
Ather Energy,₹98.56 Cr,$12.54M,985587846.0324557,E-Commerce,Nagpur,Maharashtra,"Fireside Ventures, Matrix Partners India",Series A,2022-01-18,2022,Q1,January
Captain Fresh,₹546.73 Cr,$65.67M,5467342687.130094,Mobility,Ahmedabad,Gujarat,Tencent,Series B,2024-03-23,2024,Q1,March
Rivigo,₹41.82 Cr,$6.11M,418185965.0387968,Foodtech,Kochi,Kerala,Blume Ventures,Series A,2018-09-27,2018,Q3,September
InMobi,₹664.45 Cr,$113.39M,6644500485.170304,E-Commerce,Gurgaon,Haryana,"General Atlantic, Chiratae Ventures",Debt,2013-11-17,2013,Q4,November
Arya.ag,₹258.61 Cr,$31.06M,2586140490.903048,Logistics,Nagpur,Maharashtra,Kalaari Capital,Series B,2024-04-09,2024,Q2,April
MoneyView,₹3.51 Cr,$0.45M,35119227.04908526,E-Commerce,Bangalore,Karnataka,Sequoia Capital India,Seed,2022-04-04,2022,Q2,April
Dunzo Daily,₹57.08 Cr,$6.91M,570778542.1758208,SaaS,Delhi,Delhi,Indian Angel Network,Series A,2023-09-05,2023,Q3,September
Delhivery,₹58.53 Cr,$8.56M,585343720.594837,E-Commerce,Mumbai,Maharashtra,Chiratae Ventures,Series A,2018-05-25,2018,Q2,May
Quikr,₹14.33 Cr,$2.23M,143311388.772541,E-Commerce,Gurgaon,Haryana,Elevation Capital,Seed,2015-01-14,2015,Q1,January
Mamaearth,₹15.50 Cr,$1.97M,155022483.4496349,Edtech,Gurgaon,Haryana,Saama Capital,Pre-Series A,2022-01-17,2022,Q1,January
Atomberg,₹53.55 Cr,$6.48M,535453416.89339584,SaaS,Bangalore,Karnataka,Kalaari Capital,Series A,2023-03-17,2023,Q1,March
Shopclues,₹27.81 Cr,$4.33M,278062756.68457645,SaaS,Chennai,Tamil Nadu,Kunal Shah,Series A,2015-08-12,2015,Q3,August
Go Digit,₹181.34 Cr,$25.75M,1813379304.302194,Social Media,Chennai,Tamil Nadu,Aditya Birla Ventures,Series B,2019-02-19,2019,Q1,February
Vegrow,₹112.41 Cr,$13.61M,1124099900.0364525,Gaming,Pune,Maharashtra,Kalaari Capital,Bridge,2023-09-11,2023,Q3,September
MyGlamm,₹10.42 Cr,$1.33M,104190814.99998629,E-Commerce,Bangalore,Karnataka,Peak XV Partners,Seed,2022-01-16,2022,Q1,January
BlackBuck,₹13.87 Cr,$2.13M,138661064.44490206,Foodtech,Pune,Maharashtra,Vijay Shekhar Sharma,Pre-Series A,2017-03-29,2017,Q1,March
SimplyNadu,₹295.66 Cr,$40.23M,2956585828.744769,SaaS,Delhi,Delhi,"Naspers, Peak XV Partners",Series B,2021-02-20,2021,Q1,February
Jumbotail,₹641.15 Cr,$81.57M,6411478589.022875,SaaS,Gurgaon,Haryana,"Chiratae Ventures, Alibaba",Series C,2022-09-12,2022,Q3,September
Bounce,₹206.74 Cr,$29.36M,2067437646.3689232,Foodtech,Mumbai,Maharashtra,"Sequoia Capital, Coatue Management",Series B,2019-08-23,2019,Q3,August
Roposo,₹84.26 Cr,$10.12M,842577597.0317106,E-Commerce,Mumbai,Maharashtra,Peak XV Partners,Series A,2024-06-09,2024,Q2,June
Country Delight,₹141.40 Cr,$19.08M,1414014150.7216406,Healthtech,Chandigarh,Chandigarh,"Kalaari Capital, Indian Angel Network",Bridge,2020-09-08,2020,Q3,September
Nykaa Fashion,₹11.64 Cr,$1.48M,116371971.18923959,SaaS,Jaipur,Rajasthan,Lightspeed India,Seed,2022-07-29,2022,Q3,July
Spinny,₹13.58 Cr,$1.85M,135808687.2288124,SaaS,Kolkata,West Bengal,Lightspeed India,Seed,2021-03-26,2021,Q1,March
